vtk_index,date,body,x_au,y_au,z_au
160,2024-11-01 10:41:22,Mars,-0.3621405424669878,1.5004681803044049,0.012082887574059205
170,2024-11-04 05:10:42,Mercury,0.3145039180464198,-0.31885594365295494,-0.016106752489375306
170,2024-11-04 05:10:42,Venus,0.6954974131435419,-0.21109241732431402,0.04408611133296444
170,2024-11-04 05:10:42,Earth,0.3998681454733498,0.904876975767906,0.0696552207170842
170,2024-11-04 05:10:42,Mars,-0.39963410113007564,1.4945832904967027,0.00838055403943257
180,2024-11-06 23:40:02,Mercury,0.3502960819557364,-0.26341354648631365,-0.012567973862266444
180,2024-11-06 23:40:02,Venus,0.7094619100557037,-0.15721036973997532,0.04558576168590953
180,2024-11-06 23:40:02,Earth,0.35551804598371795,0.9228259779826277,0.06448488316491528
180,2024-11-06 23:40:02,Mars,-0.4368820280441603,1.487778467011342,0.004673076596442692
190,2024-11-09 18:09:22,Mercury,0.3766408086870128,-0.20089512305644308,-0.008692007896420053
190,2024-11-09 18:09:22,Venus,0.7192489988532669,-0.10240269379269266,0.046817316306350665
190,2024-11-09 18:09:22,Earth,0.3103451351338642,0.9386090785023475,0.05916385596896083
190,2024-11-09 18:09:22,Mars,-0.47386320007293337,1.4800640536068674,0.0009627484275012588
200,2024-11-12 12:38:42,Mercury,0.39198735693311254,-0.13254418148707217,-0.004564263944773476
200,2024-11-12 12:38:42,Venus,0.7247994703588354,-0.046991884606394946,0.04777342935790777
200,2024-11-12 12:38:42,Earth,0.26445802799577245,0.952191346698741,0.053705284992800195
200,2024-11-12 12:38:42,Mars,-0.5105569331572805,1.471450792996256,-0.0027481662597783384
1,2024-09-18 09:30:58,Mercury,-0.298217411998778,0.1409600389682532,0.005805679024974281
1,2024-09-18 09:30:58,Venus,-0.013357357742984508,-0.7250408944330117,-0.008528012013805323
1,2024-09-18 09:30:58,Earth,0.9387643954014302,0.3355047771521858,0.12495117411889087
1,2024-09-18 09:30:58,Mars,0.24847116206408185,1.4639482367022143,0.06832503830893172
2,2024-09-18 16:09:54,Mercury,-0.3030462467993012,0.13352880803311673,0.00533087974379582
2,2024-09-18 16:09:54,Venus,-0.0077789232976378945,-0.7251611174473342,-0.008157924178410795
2,2024-09-18 16:09:54,Earth,0.9370987580423857,0.3399470688620209,0.12483746376821896
2,2024-09-18 16:09:54,Mars,0.2446559310972833,1.4649678055472093,0.06799782497995628
3,2024-09-18 22:48:50,Mercury,-0.3076855923285999,0.1260140590440902,0.004852747668013511
3,2024-09-18 22:48:50,Venus,-0.002200024819115426,-0.7252381166922073,-0.007787350662013774
3,2024-09-18 22:48:50,Earth,0.9354122197318302,0.3443817998650373,0.1247209743781903
3,2024-09-18 22:48:50,Mars,0.24083900010770937,1.4659772175339147,0.06767014176167054
4,2024-09-19 05:27:46,Mercury,-0.31213483381743506,0.11842142719243336,0.0043716177171045575
4,2024-09-19 05:27:46,Venus,0.0033790051346083315,-0.7252718937479435,-0.007416313593118519
4,2024-09-19 05:27:46,Earth,0.9337048079819223,0.34880887816755474,0.12460170843016392
4,2024-09-19 05:27:46,Mars,0.23702039676122433,1.4669764729608754,0.06734199125479834
5,2024-09-19 12:06:42,Mercury,-0.31639354526589963,0.11075648498252094,0.0038878195889365764
5,2024-09-19 12:06:42,Venus,0.008957834093248525,-0.7252624527494866,-0.007044835121288882
5,2024-09-19 12:06:42,Earth,0.9319765500403896,0.35322821138234367,0.124479668357283
5,2024-09-19 12:06:42,Mars,0.23320014869506103,1.467965572204475,0.06701337605981654
6,2024-09-19 18:45:38,Mercury,-0.3204614824989818,0.1030247357653023,0.0034016774382644227
6,2024-09-19 18:45:38,Venus,0.014536129691260209,-0.7252098003847275,-0.006672937415850218
6,2024-09-19 18:45:38,Earth,0.9302274729543714,0.35763970665707273,0.1243548565421902
6,2024-09-19 18:45:38,Mars,0.2293782835213168,1.4689445157178815,0.06668429877718034
7,2024-09-20 01:24:34,Mercury,-0.3243385760919896,0.09523160782925308,0.002913509589067428
7,2024-09-20 01:24:34,Venus,0.02011355968983859,-0.7251139458926487,-0.006300642664589445
7,2024-09-20 01:24:34,Earth,0.928457603639681,0.36204327061876107,0.12422727531632996
7,2024-09-20 01:24:34,Mars,0.22555482882168976,1.4699133040306007,0.06635476200724913
8,2024-09-20 08:03:30,Mercury,-0.3280249242047244,0.0873824490406467,0.0024236282796812722
8,2024-09-20 08:03:30,Venus,0.02568979199463177,-0.7249749010613453,-0.005927973072457664
8,2024-09-20 08:03:30,Earth,0.9266669689581042,0.36643880932334877,0.1240969269607931
8,2024-09-20 08:03:30,Mars,0.22172981215173065,1.470871937747497,0.0660247683498917
9,2024-09-20 14:42:26,Mercury,-0.3315207853630068,0.07948252201615154,0.0019323394395600476
9,2024-09-20 14:42:26,Venus,0.031264494674721525,-0.7247926802259257,-0.005554950860272177
9,2024-09-20 14:42:26,Earth,0.9248555957981579,0.37082622821806904,0.12396381370861044
9,2024-09-20 14:42:26,Mars,0.21790326104145952,1.4718204175493583,0.06569432040429185
11,2024-09-21 04:00:18,Mercury,-0.33794283934591934,0.06355096210466361,0.0009467302122930958
11,2024-09-21 04:00:18,Venus,0.042407984375928263,-0.7242987806042348,-0.004807937530557267
11,2024-09-21 04:00:18,Earth,0.921170742224408,0.3795763251868457,0.1236893012289463
11,2024-09-21 04:00:18,Mars,0.21024566547083215,1.4736869185114863,0.0650320720436641
12,2024-09-21 10:39:14,Mercury,-0.3408702860249211,0.055529391867969846,0.00045298854746397154
12,2024-09-21 10:39:14,Venus,0.0479761085275636,-0.7239871432020514,-0.004433990922321816
12,2024-09-21 10:39:14,Earth,0.919297316464511,0.3839388109364241,0.12354790626530048
12,2024-09-21 10:39:14,Mars,0.20641467592703366,1.4746049414093387,0.06470027682618183
13,2024-09-21 17:18:10,Mercury,-0.34360973917111365,0.04747717247957843,-4.1003449800713156e-05
13,2024-09-21 17:18:10,Venus,0.05354137735635592,-0.7236324125585583,-0.00405978071002985
13,2024-09-21 17:18:10,Earth,0.9174032616930008,0.3882927922318269,0.1234037549449072
13,2024-09-21 17:18:10,Mars,0.20258226177181282,1.4755128138680669,0.06436803771500459
14,2024-09-21 23:57:06,Mercury,-0.3461621513014539,0.03939908528481538,-0.0005349737285710005
14,2024-09-21 23:57:06,Venus,0.05910346003774739,-0.7232346157070824,-0.0036853291743859213
14,2024-09-21 23:57:06,Earth,0.9154886061537564,0.3926381713027141,0.1232568493348609
14,2024-09-21 23:57:06,Mars,0.198748450393572,1.4764105369440819,0.06403535730767541
15,2024-09-22 06:36:02,Mercury,-0.34852859263919633,0.03129980756140834,-0.0010286572975000095
15,2024-09-22 06:36:02,Venus,0.06466202602719782,-0.7227937822121454,-0.0033106586041887435
15,2024-09-22 06:36:02,Earth,0.9135533785863144,0.39697484976943664,0.12310719148931068
15,2024-09-22 06:36:02,Mars,0.19491326914825163,1.4772981117696413,0.0637022382013442
16,2024-09-22 13:14:58,Mercury,-0.35071024434858594,0.023183910877530262,-0.0015217962653657907
16,2024-09-22 13:14:58,Venus,0.07021674507688351,-0.7223099441665273,-0.002935791295039687
16,2024-09-22 13:14:58,Earth,0.9115976082905578,0.401302728668673,0.12295478345710421
16,2024-09-22 13:14:58,Mars,0.19107674536396346,1.4781755395505936,0.06336868299281004
17,2024-09-22 19:53:54,Mercury,-0.3527083919202474,0.015055859814310037,-0.0020141398614113766
17,2024-09-22 19:53:54,Venus,0.07576728725604545,-0.7217831361879062,-0.0025607495480506055
17,2024-09-22 19:53:54,Earth,0.9096213251830881,0.4056217084889341,0.12279962728946102
17,2024-09-22 19:53:54,Mars,0.18723890633901077,1.4790428215659677,0.06303469427823759
18,2024-09-23 02:32:50,Mercury,-0.3545244187210044,0.006920011032930627,-0.002505444436948617
18,2024-09-23 02:32:50,Venus,0.08131332296837065,-0.7212133954156302,-0.0021855556685546097
18,2024-09-23 02:32:50,Earth,0.9076245598486603,0.40993168920636514,0.12264172504754653
18,2024-09-23 02:32:50,Mars,0.18339977934496834,1.479899959168188,0.06270027465302805
19,2024-09-23 09:11:46,Mercury,-0.3561597997202665,-0.0012193873395618502,-0.002995473449661603
19,2024-09-23 09:11:46,Venus,0.08685452297262271,-0.7206007615070209,-0.0018102319648170728
19,2024-09-23 09:11:46,Earth,0.9056073435832486,0.4142325703275756,0.12248107880982116
19,2024-09-23 09:11:46,Mars,0.1795593916215414,1.4807469537840847,0.06236542671211896
21,2024-09-23 22:29:38,Mercury,-0.3588949458753997,-0.017492384634193673,-0.003970793945070404
21,2024-09-23 22:29:38,Venus,0.09792110077323345,-0.7192469854786672,-0.001059284324614391
21,2024-09-23 22:29:38,Earth,0.9015116872234612,0.4228066297066131,0.12215156278911507
21,2024-09-23 22:29:38,Mars,0.17187494279537527,1.482410520130228,0.0616944562618385
22,2024-09-24 05:08:34,Mercury,-0.35999806517556504,-0.02561803145227504,-0.00445564751917892
22,2024-09-24 05:08:34,Venus,0.10344582202619519,-0.7185059352304881,-0.0006837050077589174
22,2024-09-24 05:08:34,Earth,0.8994333135895118,0.4270796050084699,0.12198269731093321
22,2024-09-24 05:08:34,Mars,0.16803093602128022,1.4832270950790394,0.06135833894034245
23,2024-09-24 11:47:30,Mercury,-0.3609272357837002,-0.03373132299054262,-0.004938349582537273
23,2024-09-24 11:47:30,Venus,0.10896439452166022,-0.7177221755811278,-0.0003080851033131985
23,2024-09-24 11:47:30,Earth,0.8973346219922977,0.431343074888443,0.12181109645854427
23,2024-09-24 11:47:30,Mars,0.16418577717617094,1.4840335334797419,0.06102180367831729
24,2024-09-24 18:26:26,Mercury,-0.3616843033452268,-0.04182855332472998,-0.005418698379075542
24,2024-09-24 18:26:26,Venus,0.11447649107027588,-0.7168957587208316,6.755308508315928e-05
24,2024-09-24 18:26:26,Earth,0.8952156477374977,0.435596937142493,0.12163676249426257
24,2024-09-24 18:26:26,Mars,0.16033949334923117,1.4848298371250315,0.0606848530676324
25,2024-09-25 01:05:22,Mercury,-0.3622711716025995,-0.049906123238861656,-0.005896498876659146
25,2024-09-25 01:05:22,Venus,0.11998178494857105,-0.716026739334077,0.00044318725856234704
25,2024-09-25 01:05:22,Earth,0.8930764269874013,0.4398410893495677,0.12145969773355289
25,2024-09-25 01:05:22,Mars,0.15649211159959583,1.485616007878997,0.060347489699689956
26,2024-09-25 07:44:18,Mercury,-0.36268979753835634,-0.05796053919434689,-0.006371562666740627
26,2024-09-25 07:44:18,Venus,0.12547994991912778,-0.7151151745948535,0.0008187951243077842
26,2024-09-25 07:44:18,Earth,0.8909169967685674,0.4440754289123226,0.12127990454942669
26,2024-09-25 07:44:18,Mars,0.15264365895353876,1.486392047676717,0.060009716165256174
27,2024-09-25 14:23:14,Mercury,-0.36294218672908046,-0.06598841213888447,-0.006843707856479607
27,2024-09-25 14:23:14,Venus,0.13097066024689216,-0.7141611241624328,0.0011943543968300004
27,2024-09-25 14:23:14,Earth,0.8887373949787941,0.4482998530912109,0.12109738537641074
27,2024-09-25 14:23:14,Mars,0.1487941624091028,1.4871579585247734,0.05967153505425053
28,2024-09-25 21:02:10,Mercury,-0.36303038890840966,-0.07398645617566565,-0.007312758954292939
28,2024-09-25 21:02:10,Venus,0.13645359071926097,-0.7131646501763814,0.0015698427992437598
28,2024-09-25 21:02:10,Earth,0.8865376603892546,0.4525142590413395,0.12091214271411847
28,2024-09-25 21:02:10,Mars,0.14494364893171913,1.4879137425025624,0.059332948955861935
29,2024-09-26 03:41:06,Mercury,-0.36295649373721806,-0.08195148710579742,-0.007778546749738703
29,2024-09-26 03:41:06,Venus,0.1419284166642981,-0.7121258172517234,0.001945238064538789
29,2024-09-26 03:41:06,Earth,0.8843178326456658,0.4567185438450404,0.12072417913045445
29,2024-09-26 03:41:06,Mars,0.14109214545375515,1.4886594017615833,0.058993960458750605
31,2024-09-26 16:58:58,Mercury,-0.3623309456697506,-0.09777027182973204,-0.008699686243820557
31,2024-09-26 16:58:58,Venus,0.15285245909352346,-0.7099213453948502,0.0026956601727465565
31,2024-09-26 16:58:58,Earth,0.8798180606499645,0.46509633815611284,0.1203400998290476
31,2024-09-26 16:58:58,Mars,0.1333862760739174,1.4901203550823068,0.0583147866191455
32,2024-09-26 23:37:54,Mercury,-0.36178363649862216,-0.10561815112563996,-0.009154729783424895
32,2024-09-26 23:37:54,Venus,0.15830102910031232,-0.7087558480248429,0.0030706425424562155
32,2024-09-26 23:37:54,Earth,0.8775382000516118,0.4692696417301758,0.12014398961301645
32,2024-09-26 23:37:54,Mars,0.1295319638816195,1.4908356538008871,0.05797460644920981
33,2024-09-27 06:16:50,Mercury,-0.3610829103614642,-0.11342126474728968,-0.00960589343543062
33,2024-09-27 06:16:50,Venus,0.1637402016596273,-0.7075482748304067,0.0034454428311758985
33,2024-09-27 06:16:50,Earth,0.8752384136013591,0.4734324123416276,0.11994516948345546
33,2024-09-27 06:16:50,Mars,0.12567676911001954,1.491540837114422,0.05763403422597713
34,2024-09-27 12:55:46,Mercury,-0.36023100011477505,-0.12117691170663962,-0.010053037451044196
34,2024-09-27 12:55:46,Venus,0.16916965507557016,-0.7062987027268451,0.003820038840311155
34,2024-09-27 12:55:46,Earth,0.8729187452879754,0.477584547133361,0.11974364238749644
34,2024-09-27 12:55:46,Mars,0.12182071853290377,1.4922359075275,0.05729307253385235
35,2024-09-27 19:34:42,Mercury,-0.3592301573057563,-0.12888248209497932,-0.010496027566314894
35,2024-09-27 19:34:42,Venus,0.17458906830191845,-0.7050072110731446,0.004194408388743606
35,2024-09-27 19:34:42,Earth,0.8705792399572462,0.4817259433342119,0.11953941135408355
35,2024-09-27 19:34:42,Mars,0.117963838891589,1.4929208676138108,0.05695172395651844
36,2024-09-28 02:13:38,Mercury,-0.35808264927913624,-0.1365354551105911,-0.010934734862902109
36,2024-09-28 02:13:38,Venus,0.1799981209591072,-0.703673881666491,0.00456852931408854
36,2024-09-28 02:13:38,Earth,0.8682199433079385,0.48585649827915894,0.1193324794955799
36,2024-09-28 02:13:38,Mars,0.11410615689786542,1.4935957200169716,0.0566099910765519
37,2024-09-28 08:52:34,Mercury,-0.3567907564532211,-0.1441333970572688,-0.01136903562841848
37,2024-09-28 08:52:34,Venus,0.18539649335508415,-0.702298798735675,0.0049423794739523064
37,2024-09-28 08:52:34,Earth,0.8658409018849117,0.4899761094334004,0.11912285000925657
37,2024-09-28 08:52:34,Mars,0.11024769922734295,1.494260467451838,0.05626787647542825
38,2024-09-28 15:31:30,Mercury,-0.35535676976119074,-0.15167395931667715,-0.011798811216782225
38,2024-09-28 15:31:30,Venus,0.19078386649966894,-0.7008820489359839,0.005315936747187053
38,2024-09-28 15:31:30,Earth,0.8634421630765804,0.49408467440757875,0.11891052617869091
38,2024-09-28 15:31:30,Mars,0.10638849252616102,1.494915112703109,0.05592538273376438
39,2024-09-28 22:10:26,Mercury,-0.35378298824906085,-0.15915487630896602,-0.012223947908974181
39,2024-09-28 22:10:26,Venus,0.19615992212582986,-0.699423721342188,0.0056891790351407965
39,2024-09-28 22:10:26,Earth,0.8610237751075029,0.49818209098093924,0.11869551137508845
39,2024-09-28 22:10:26,Mars,0.10252856340411502,1.4955596586242672,0.05558251243127524
41,2024-09-29 11:28:18,Mercury,-0.35022526416430755,-0.1739291150606533,-0.013059873534251476
41,2024-09-29 11:28:18,Venus,0.20687681146667322,-0.6963827011338681,0.006434630380580755
41,2024-09-29 11:28:18,Earth,0.8561282487429819,0.5063430709816213,0.1182574227792341
41,2024-09-29 11:28:18,Mars,0.09480664418195486,1.4968184642308493,0.05489565245663278
42,2024-09-29 18:07:14,Mercury,-0.34824594072834586,-0.18121830239781647,-0.013470458423926034
42,2024-09-29 18:07:14,Venus,0.21221701241388938,-0.6948001987117394,0.006806795364482129
42,2024-09-29 18:07:14,Earth,0.8536512109378787,0.5104064309619007,0.11803435617861363
42,2024-09-29 18:07:14,Mars,0.09094470714144919,1.4974327299659327,0.054551667938147544
43,2024-09-30 00:46:10,Mercury,-0.34613605696091265,-0.18843957150639395,-0.013875996058448867
43,2024-09-30 00:46:10,Venus,0.21754463032123184,-0.6931764988739072,0.007178557216866345
43,2024-09-30 00:46:10,Earth,0.8511547251524545,0.5144582356655307,0.11780861299145913
43,2024-09-30 00:46:10,Mars,0.0870821538122999,1.4980369084671779,0.054207317168181945
44,2024-09-30 07:25:06,Mercury,-0.34389792154187016,-0.19559104135305982,-0.014276395305869551
44,2024-09-30 07:25:06,Venus,0.22285935083954805,-0.6915117026848057,0.007549893973364488
44,2024-09-30 07:25:06,Earth,0.8486388436997008,0.518498384005213,0.11758019704319475
44,2024-09-30 07:25:06,Mars,0.08321901060644671,1.49863100293481,0.05386260271860605
45,2024-09-30 14:04:02,Mercury,-0.34153383985148567,-0.20267090165873392,-0.014671569148327181
45,2024-09-30 14:04:02,Venus,0.22816086040262956,-0.6898059136023903,0.00792078369645034
45,2024-09-30 14:04:02,Earth,0.8461036197188271,0.5225267751309948,0.11734911225563659
45,2024-09-30 14:04:02,Mars,0.07935530393528403,1.4992150166319875,0.053517527162750815
46,2024-09-30 20:42:58,Mercury,-0.33904611251185235,-0.2096774109147925,-0.015061434553908517
46,2024-09-30 20:42:58,Venus,0.2334488462455801,-0.6880592374727307,0.008291204476691164
46,2024-09-30 20:42:58,Earth,0.8435491071699891,0.526543308447831,0.11711536264813252
46,2024-09-30 20:42:58,Mars,0.07549106020842243,1.4997889528859356,0.05317209307542343
47,2024-10-01 03:21:54,Mercury,-0.3364370339831667,-0.2166088945676807,-0.01544591235883997
47,2024-10-01 03:21:54,Venus,0.2387229965324268,-0.6862717824869483,0.008661134441722791
47,2024-10-01 03:21:54,Earth,0.8409753607753498,0.5305478837156224,0.11687895233369887
47,2024-10-01 03:21:54,Mars,0.07162630575280941,1.5003528150991163,0.05282630302601704
48,2024-10-01 10:00:50,Mercury,-0.333708891354912,-0.22346374296528532,-0.015824927137321313
48,2024-10-01 10:00:50,Venus,0.24398300028467415,-0.6844436592023614,0.009030551751277774
48,2024-10-01 10:00:50,Earth,0.8383824360550758,0.5345404009980683,0.11663988552382774
48,2024-10-01 10:00:50,Mars,0.0677610668773824,1.5009066067377281,0.05248015958440618
49,2024-10-01 16:39:46,Mercury,-0.3308639631881575,-0.23024040948194996,-0.01619840708222525
49,2024-10-01 16:39:46,Venus,0.2492285474212683,-0.6825749805278999,0.009399434599958508
49,2024-10-01 16:39:46,Earth,0.8357703893096352,0.5385207606964115,0.11639816652844057
49,2024-10-01 16:39:46,Mars,0.0638953698564823,1.5014503313338319,0.05213366531928031
51,2024-10-02 05:57:38,Mercury,-0.32483281561320276,-0.24355331429800287,-0.016928492629082238
51,2024-10-02 05:57:38,Venus,0.25967503611111287,-0.6787164203590235,0.010135509874792155
51,2024-10-02 05:57:38,Earth,0.8304891588053929,0.5464446107268766,0.11590678971812471
51,2024-10-02 05:57:38,Mars,0.056162706306329434,1.5025075938623886,0.0514396345867902
52,2024-10-02 12:36:34,Mercury,-0.32165110165158345,-0.25008675779411477,-0.017284971659147216
52,2024-10-02 12:36:34,Venus,0.26487536214266416,-0.6767267763730496,0.010502658875485592
52,2024-10-02 12:36:34,Earth,0.8278200914837218,0.550387903691797,0.11565714102276915
52,2024-10-02 12:36:34,Mars,0.05229579215103338,1.5030211391950814,0.05109210325087414
53,2024-10-02 19:15:30,Mercury,-0.31836161136884666,-0.25653642623281786,-0.017635662489114707
53,2024-10-02 19:15:30,Venus,0.27006000054805773,-0.6746970519989818,0.010869186566813929
53,2024-10-02 19:15:30,Earth,0.8251321349956776,0.5543186443680986,0.11540485838252298
53,2024-10-02 19:15:30,Mars,0.04842852460119273,1.503524632283566,0.05074423135424523
54,2024-10-03 01:54:26,Mercury,-0.3149665666126686,-0.26290106073106667,-0.01798050968605914
54,2024-10-03 01:54:26,Venus,0.27522864598928026,-0.672627371789515,0.011235071335998178
54,2024-10-03 01:54:26,Earth,0.8224253494283184,0.5582367350817835,0.11514994661146752
54,2024-10-03 01:54:26,Mars,0.04456092975628876,1.5040180769926954,0.05039602145926183
55,2024-10-03 08:33:22,Mercury,-0.31146817565262036,-0.2691794547074008,-0.018319460766365557
55,2024-10-03 08:33:22,Venus,0.28038099410535794,-0.6705178626116343,0.011600291610888765
55,2024-10-03 08:33:22,Earth,0.8196997956120319,0.5621420785725081,0.11489241062760543
55,2024-10-03 08:33:22,Mars,0.04069303369958297,1.5045014772515684,0.05004747612814581
56,2024-10-03 15:12:18,Mercury,-0.30786863253800706,-0.27537045233758206,-0.01865246610000639
56,2024-10-03 15:12:18,Venus,0.2855167416165451,-0.6683686536024741,0.011964825867269092
56,2024-10-03 15:12:18,Earth,0.8169555350640593,0.5660345780752011,0.11463225544907092
56,2024-10-03 15:12:18,Mars,0.036824862429040706,1.5049748370610185,0.04969859791758959
57,2024-10-03 21:51:14,Mercury,-0.3041701166666988,-0.2814729467874478,-0.018979478803553797
57,2024-10-03 21:51:14,Venus,0.29063558621127583,-0.6661798762141504,0.012328652620898859
57,2024-10-03 21:51:14,Earth,0.814192630047161,0.5699141372358725,0.11436948620104571
57,2024-10-03 21:51:14,Mars,0.03295644195512536,1.5054381604801497,0.049349389387690006
58,2024-10-04 04:30:10,Mercury,-0.3003747922516648,-0.2874858787742913,-0.019300454651568273
58,2024-10-04 04:30:10,Venus,0.2957372266705846,-0.6639516641607386,0.012691750436331401
